log/01_log_warning.log:('2014-12-20 11:30:08.604175', "client 52475301 bids finished. price : ['72600', '73500', '73800'] . Quit.....")
log/05_log_warning.log:('2014-12-20 11:30:17.938386', "client 52561590 bids finished. price : ['72600', '73500', None] . Quit.....")
log/06_log_warning.log:('2014-12-20 11:30:10.955377', "client 52500420 bids finished. price : ['72600', '73600', None] . Quit.....")
log/06_log_warning.log:('2014-12-20 11:30:11.038854', "client 52468115 bids finished. price : ['72600', '73600', None] . Quit.....")
log/06_log_warning.log:('2014-12-20 11:30:11.048722', "client 52314198 bids finished. price : ['72600', '73600', None] . Quit.....")
log/06_log_warning.log:('2014-12-20 11:30:11.127645', "client 52570065 bids finished. price : ['72600', None, None] . Quit.....")
log/06_log_warning.log:('2014-12-20 11:30:12.714718', "client 52501228 bids finished. price : ['72600', '73600', None] . Quit.....")
log/06_log_warning.log:('2014-12-20 11:30:13.453291', "client 52583677 bids finished. price : ['72600', '73600', None] . Quit.....")
log/06_log_warning.log:('2014-12-20 11:30:21.530470', "client 52509262 bids finished. price : ['72600', '73600', None] . Quit.....")
log/06_log_warning.log:('2014-12-20 11:30:21.531256', "client 52529440 bids finished. price : ['72600', '73600', None] . Quit.....")
log/07_log_warning.log:('2014-12-20 11:30:08.544567', "client 52597653 bids finished. price : ['72600', '73500', '73800'] . Quit.....")
log/07_log_warning.log:('2014-12-20 11:30:09.468878', "client 52441255 bids finished. price : ['72600', '73500', '73800'] . Quit.....")
log/07_log_warning.log:('2014-12-20 11:30:09.660167', "client 52520819 bids finished. price : ['72600', '73500', '73800'] . Quit.....")
log/07_log_warning.log:('2014-12-20 11:30:14.919969', "client 52373568 bids finished. price : ['72600', '73500', None] . Quit.....")
log/07_log_warning.log:('2014-12-20 11:30:14.928196', "client 52465815 bids finished. price : ['72600', '73500', None] . Quit.....")
log/07_log_warning.log:('2014-12-20 11:30:14.928504', "client 52425213 bids finished. price : ['72600', '73500', None] . Quit.....")
log/07_log_warning.log:('2014-12-20 11:30:14.929935', "client 52524797 bids finished. price : ['72600', '73500', None] . Quit.....")
log/07_log_warning.log:('2014-12-20 11:30:14.930444', "client 52471686 bids finished. price : ['72600', '73500', None] . Quit.....")
log/08_log_warning.log:('2014-12-20 11:30:04.480435', "client 52544379 bids finished. price : ['72600', '73500', '73700'] . Quit.....")
log/08_log_warning.log:('2014-12-20 11:30:05.604882', "client 52457102 bids finished. price : ['72600', '73500', '73700'] . Quit.....")
log/08_log_warning.log:('2014-12-20 11:30:07.695202', "client 52495562 bids finished. price : ['72600', '73500', '73700'] . Quit.....")
log/08_log_warning.log:('2014-12-20 11:30:07.695557', "client 52481265 bids finished. price : ['72600', '73500', '73700'] . Quit.....")
log/08_log_warning.log:('2014-12-20 11:30:07.834963', "client 52521961 bids finished. price : ['72600', '73500', '73700'] . Quit.....")
log/08_log_warning.log:('2014-12-20 11:30:09.001505', "client 52531999 bids finished. price : ['72600', '73500', '73700'] . Quit.....")
log/08_log_warning.log:('2014-12-20 11:30:18.033469', "client 52496901 bids finished. price : ['72600', '73500', None] . Quit.....")
log/08_log_warning.log:('2014-12-20 11:30:18.047795', "client 52461057 bids finished. price : ['72600', '73500', None] . Quit.....")
log/09_log_warning.log:('2014-12-20 11:30:11.041090', "client 52410180 bids finished. price : ['72600', '73600', None] . Quit.....")
log/09_log_warning.log:('2014-12-20 11:30:12.557820', 'client 52480495 bids finished. price : [None, None, None] . Quit.....')
log/09_log_warning.log:('2014-12-20 11:30:12.661348', "client 52503841 bids finished. price : ['72600', '73600', None] . Quit.....")
log/09_log_warning.log:('2014-12-20 11:30:14.982753', "client 52450141 bids finished. price : ['72600', '73600', None] . Quit.....")
log/09_log_warning.log:('2014-12-20 11:30:18.768427', "client 52452130 bids finished. price : ['72600', '73600', None] . Quit.....")
log/09_log_warning.log:('2014-12-20 11:30:19.143648', "client 52455494 bids finished. price : ['72600', '73600', None] . Quit.....")
log/09_log_warning.log:('2014-12-20 11:30:21.535883', "client 52453752 bids finished. price : ['72600', '73600', None] . Quit.....")
log/09_log_warning.log:('2014-12-20 11:30:21.543001', "client 52496384 bids finished. price : ['72600', '73600', None] . Quit.....")
